id,generation_id,name,engine_type,engine_code,displacement_cc,horsepower,torque_nm,transmission,drive_type,market
bmw_e46_compact_320td,bmw_e46_compact,320td,diesel,M47TU2D20,1995.0,150,330.0,manual,RWD,UK
bmw_e46_compact_320td_auto,bmw_e46_compact,320td,diesel,M47TU2D20,1995.0,150,330.0,auto,RWD,UK
bmw_e46_m3_s54b32_manual,bmw_e46_m3,M3 (Coupe/Convertible) 3.2L Manual,gasoline,S54B32,3246.0,343,365.0,manual,RWD,UK
bmw_e46_m3_s54b32_smg,bmw_e46_m3,M3 (Coupe/Convertible) 3.2L SMG II,gasoline,S54B32,3246.0,343,365.0,auto,RWD,UK
bmw_e39_1995_320i,bmw_e39_1995,520i (M52B20),gasoline,M52B20,1991.0,150,190.0,manual|auto,RWD,UK
bmw_e39_1995_523i,bmw_e39_1995,523i (M52B25),gasoline,M52B25,2494.0,170,245.0,manual|auto,RWD,UK
bmw_e39_1995_528i,bmw_e39_1995,528i (M52B28),gasoline,M52B28,2793.0,193,280.0,manual|auto,RWD,UK
bmw_e39_1995_525tds,bmw_e39_1995,525tds (M51D25),diesel,M51D25,2498.0,143,280.0,manual|auto,RWD,UK
bmw_e39_1998_520d,bmw_e39_1995,520d (M47D20),diesel,M47D20,1995.0,136,280.0,manual,RWD,UK
bmw_e39_1998_525tds_facelift,bmw_e39_1995,525tds (M51D25 - facelift),diesel,M51D25,2498.0,143,280.0,manual|auto,RWD,UK
bmw_e39_1998_530d_pre_facelift,bmw_e39_1995,530d (M57D30 - pre-facelift),diesel,M57D30,2926.0,184,410.0,manual|auto,RWD,UK
bmw_e39_1998_530d_facelift,bmw_e39_1995,530d (M57D30 - facelift),diesel,M57D30,2926.0,193,410.0,manual|auto,RWD,UK
bmw_e39_1998_530d_touring_facelift,bmw_e39_1995,530d Touring (M57D30 - facelift),diesel,M57D30,2926.0,193,410.0,manual|auto,RWD,UK
bmw_e39_1998_530d_touring_pre_facelift,bmw_e39_1995,530d Touring (M57D30 - pre-facelift),diesel,M57D30,2926.0,184,410.0,manual|auto,RWD,UK
bmw_e39_1998_530d_touring_facelift_204,bmw_e39_1995,530d Touring (M57D30 - facelift 204hp),diesel,M57D30,2926.0,204,430.0,auto,RWD,UK
bmw_e39_1998_530d_facelift_204,bmw_e39_1995,530d (M57D30 - facelift 204hp),diesel,M57D30,2926.0,204,430.0,auto,RWD,UK
bmw_e39_1996_540i,bmw_e39_1995,540i (M62B44),gasoline,M62B44,4398.0,286,420.0,auto,RWD,UK
bmw_e39_1998_540i_facelift,bmw_e39_1995,540i (M62TUB44),gasoline,M62TUB44,4398.0,286,440.0,auto,RWD,UK
bmw_e39_1998_540i_touring_facelift,bmw_e39_1995,540i Touring (M62TUB44),gasoline,M62TUB44,4398.0,286,440.0,auto,RWD,UK
bmw_e39_1998_540i_touring_pre_facelift,bmw_e39_1995,540i Touring (M62B44),gasoline,M62B44,4398.0,286,420.0,auto,RWD,UK
bmw_e39_1998_m5,bmw_e39_1995,M5 (S62B50),gasoline,S62B50,4941.0,400,500.0,manual,RWD,UK
bmw_e39_1999_525i,bmw_e39_1995,525i (M54B25),gasoline,M54B25,2494.0,192,237.0,manual|auto,RWD,UK
bmw_e39_1999_530i,bmw_e39_1995,530i (M54B30),gasoline,M54B30,2979.0,231,300.0,manual|auto,RWD,UK
bmw_e39_1999_520i_facelift,bmw_e39_1995,520i (M54B22),gasoline,M54B22,2171.0,170,210.0,manual|auto,RWD,UK
audi_a1_8x_1.2_tfsi_86,audi_a1_8x,1.2 TFSI 86,gasoline,CBZA,1197.0,86,160.0,manual,FWD,UK
audi_a1_8x_1.2_tfsi_105,audi_a1_8x,1.2 TFSI 105,gasoline,CBZB,1197.0,105,175.0,manual,FWD,UK
audi_a1_8x_1.4_tfsi_122,audi_a1_8x,1.4 TFSI 122,gasoline,CAXA,1390.0,122,200.0,manual,FWD,UK
audi_a1_8x_1.4_tfsi_140,audi_a1_8x,1.4 TFSI 140,gasoline,CAVE,1390.0,140,250.0,manual,FWD,UK
audi_a1_8x_1.4_tfsi_s_tronic_140,audi_a1_8x,1.4 TFSI S tronic 140,gasoline,CAVE,1390.0,140,250.0,auto,FWD,UK
audi_a1_8x_1.4_tfsi_150,audi_a1_8x,1.4 TFSI 150,gasoline,CZCA,1395.0,150,250.0,manual,FWD,UK
audi_a1_8x_1.4_tfsi_s_tronic_150,audi_a1_8x,1.4 TFSI S tronic 150,gasoline,CZCA,1395.0,150,250.0,auto,FWD,UK
audi_a1_8x_1.8_tfsi_192,audi_a1_8x,1.8 TFSI 192,gasoline,CJZC,1798.0,192,320.0,manual,FWD,UK
audi_a1_8x_1.8_tfsi_s_tronic_192,audi_a1_8x,1.8 TFSI S tronic 192,gasoline,CJZC,1798.0,192,320.0,auto,FWD,UK
audi_a1_8x_2.0_tfsi_231_s1,audi_a1_8x,2.0 TFSI 231 (S1),gasoline,CFPB,1984.0,231,370.0,manual,AWD,UK
audi_a1_8x_1.6_tdi_90,audi_a1_8x,1.6 TDI 90,diesel,CLHA,1598.0,90,230.0,manual,FWD,UK
audi_a1_8x_1.6_tdi_105,audi_a1_8x,1.6 TDI 105,diesel,CLNA,1598.0,105,250.0,manual,FWD,UK
audi_a1_8x_2.0_tdi_143,audi_a1_8x,2.0 TDI 143,diesel,CUNA,1968.0,143,320.0,manual,FWD,UK
audi_a1_gb_1.0_tfsi_95_manual,audi_a1_gb,1.0 TFSI 95,gasoline,CHZ,999.0,95,160.0,manual,FWD,UK
audi_a1_gb_1.0_tfsi_95_s_tronic,audi_a1_gb,1.0 TFSI 95 S tronic,gasoline,CHZ,999.0,95,160.0,auto,FWD,UK
audi_a1_gb_1.0_tfsi_116_manual,audi_a1_gb,1.0 TFSI 116,gasoline,DJYA,999.0,116,200.0,manual,FWD,UK
audi_a1_gb_1.0_tfsi_116_s_tronic,audi_a1_gb,1.0 TFSI 116 S tronic,gasoline,DJYA,999.0,116,200.0,auto,FWD,UK
audi_a1_gb_1.5_tfsi_150_manual,audi_a1_gb,1.5 TFSI 150,gasoline,DADA,1498.0,150,250.0,manual,FWD,UK
audi_a1_gb_1.5_tfsi_150_s_tronic,audi_a1_gb,1.5 TFSI 150 S tronic,gasoline,DADA,1498.0,150,250.0,auto,FWD,UK
audi_a1_gb_2.0_tfsi_200_s_tronic,audi_a1_gb,2.0 TFSI 200 S tronic (A1 Citycarver),gasoline,CYFB,1984.0,200,320.0,auto,FWD,UK
audi_a1_gb_30_tfsi_110_s_tronic,audi_a1_gb,30 TFSI 110 S tronic,gasoline,DLAA,999.0,110,200.0,auto,FWD,UK
audi_a1_gb_35_tfsi_150_s_tronic,audi_a1_gb,35 TFSI 150 S tronic,gasoline,DADA,1498.0,150,250.0,auto,FWD,UK
audi_a1_gb_40_tfsi_200_s_tronic,audi_a1_gb,40 TFSI 200 S tronic,gasoline,CYFB,1984.0,200,320.0,auto,FWD,UK
audi_a1_gb_25_tdi_95_manual,audi_a1_gb,25 TDI 95,diesel,ZJ10,1422.0,95,230.0,manual,FWD,UK
audi_a1_gb_30_tdi_116_manual,audi_a1_gb,30 TDI 116,diesel,ZJ11,1422.0,116,260.0,manual,FWD,UK
audi_a1_gb_30_tdi_116_s_tronic,audi_a1_gb,30 TDI 116 S tronic,diesel,ZJ11,1422.0,116,260.0,auto,FWD,UK
audi_a2_8z_1.4_mpi,audi_a2_8z,1.4 MPI,gasoline,"AUA, BBY",1390.0,75,116.0,manual,FWD,UK
audi_a2_8z_1.6_fsi,audi_a2_8z,1.6 FSI,gasoline,BAD,1598.0,110,155.0,manual,FWD,UK
audi_a2_8z_1.2_tdi,audi_a2_8z,1.2 TDI,diesel,ANY,1191.0,61,140.0,manual,FWD,UK
audi_a2_8z_1.4_tdi,audi_a2_8z,1.4 TDI,diesel,AMF,1422.0,75,195.0,manual,FWD,UK
audi_a3_8l_1.6_75,audi_a3_8l,1.6 75 (AEH/AKL),gasoline,AEH/AKL,1596.0,75,140.0,manual,FWD,UK
audi_a3_8l_1.6_100,audi_a3_8l,1.6 100 (A3/APF),gasoline,A3/APF,1596.0,100,145.0,manual,FWD,UK
audi_a3_8l_1.8_125,audi_a3_8l,1.8 125 (AGN),gasoline,AGN,1781.0,125,169.0,manual,FWD,UK
audi_a3_8l_1.8t_150,audi_a3_8l,1.8 T 150 (AGU/AUM/ARZ),gasoline,AGU/AUM/ARZ,1781.0,150,210.0,manual,FWD,UK
audi_a3_8l_1.8t_quattro_150,audi_a3_8l,1.8 T 150 quattro (AGU/AUM/ARZ),gasoline,AGU/AUM/ARZ,1781.0,150,210.0,manual,AWD,UK
audi_a3_8l_1.8t_180,audi_a3_8l,1.8 T 180 (AUQ/ARY),gasoline,AUQ/ARY,1781.0,180,235.0,manual,FWD,UK
audi_a3_8l_1.8t_quattro_180,audi_a3_8l,1.8 T 180 quattro (AUQ/ARY),gasoline,AUQ/ARY,1781.0,180,235.0,manual,AWD,UK
audi_a3_8l_s3_1.8t_210,audi_a3_8l,S3 1.8 T 210 (APX),gasoline,APX,1781.0,210,270.0,manual,AWD,UK
audi_a3_8l_s3_1.8t_225,audi_a3_8l,S3 1.8 T 225 (BAM),gasoline,BAM,1781.0,225,280.0,manual,AWD,UK
audi_a3_8l_1.9_tdi_90,audi_a3_8l,1.9 TDI 90 (AGR/ALH),diesel,AGR/ALH,1896.0,90,202.0,manual,FWD,UK
audi_a3_8l_1.9_tdi_110,audi_a3_8l,1.9 TDI 110 (ASV/AHF),diesel,ASV/AHF,1896.0,110,235.0,manual,FWD,UK
audi_a3_8l_1.9_tdi_quattro_110,audi_a3_8l,1.9 TDI 110 quattro (ASV/AHF),diesel,ASV/AHF,1896.0,110,235.0,manual,AWD,UK
audi_a3_8p_8p1_1.6_mpi_85,audi_a3_8p,1.6 MPI 85,gasoline,"BGU, BSF, CMXA",1595.0,85,148.0,manual,FWD,UK
audi_a3_8p_8p1_1.6_mpi_102,audi_a3_8p,1.6 MPI 102,gasoline,"BSE, BSF, CMXA",1595.0,102,153.0,manual,FWD,UK
audi_a3_8p_8p1_1.6_fsi_115,audi_a3_8p,1.6 FSI 115,gasoline,"BLF, BLR, BVY, BVZ",1598.0,115,157.0,manual,FWD,UK
audi_a3_8p_8p1_2.0_fsi_150,audi_a3_8p,2.0 FSI 150,gasoline,"AXX, BWA, BPY",1984.0,150,200.0,manual,FWD,UK
audi_a3_8p_8p1_2.0_tfsi_180,audi_a3_8p,2.0 TFSI 180,gasoline,CCZB,1984.0,180,270.0,manual,FWD,UK
audi_a3_8p_8p1_2.0_tfsi_200_quattro,audi_a3_8p,2.0 TFSI 200 quattro,gasoline,"AXX, BWA, BPY",1984.0,200,280.0,manual,AWD,UK
audi_a3_8p_8p1_3.2_v6_quattro,audi_a3_8p,3.2 V6 quattro,gasoline,"BDB, BMJ, BUB",3189.0,250,320.0,auto,AWD,UK
audi_a3_8p_8p1_1.9_tdi_90,audi_a3_8p,1.9 TDI 90,diesel,"BKC, BXE",1896.0,90,235.0,manual,FWD,UK
audi_a3_8p_8p1_1.9_tdi_105,audi_a3_8p,1.9 TDI 105,diesel,"BKC, BXE",1896.0,105,250.0,manual,FWD,UK
audi_a3_8p_8p1_2.0_tdi_136,audi_a3_8p,2.0 TDI 136,diesel,AZV,1968.0,136,320.0,manual,FWD,UK
audi_a3_8p_8p1_2.0_tdi_140,audi_a3_8p,2.0 TDI 140,diesel,"BKD, BMM",1968.0,140,320.0,manual,FWD,UK
audi_a3_8p_8p1_2.0_tdi_140_quattro,audi_a3_8p,2.0 TDI 140 quattro,diesel,"BKD, BMM",1968.0,140,320.0,manual,AWD,UK
audi_a3_8p_8p2_1.4_tfsi_125,audi_a3_8p,1.4 TFSI 125,gasoline,CAXC,1390.0,125,200.0,manual,FWD,UK
audi_a3_8p_8p2_1.6_mpi_102,audi_a3_8p,1.6 MPI 102,gasoline,"BSE, BSF, CMXA",1595.0,102,153.0,manual,FWD,UK
audi_a3_8p_8p2_1.8_tfsi_160,audi_a3_8p,1.8 TFSI 160,gasoline,"BYT, BZB, CJEB",1798.0,160,250.0,manual,FWD,UK
audi_a3_8p_8p2_1.8_tfsi_160_quattro,audi_a3_8p,1.8 TFSI 160 quattro,gasoline,"BYT, BZB, CJEB",1798.0,160,250.0,manual,AWD,UK
audi_a3_8p_8p2_2.0_tfsi_200_quattro,audi_a3_8p,2.0 TFSI 200 quattro,gasoline,CCZA,1984.0,200,280.0,manual,AWD,UK
audi_a3_8p_8p2_2.0_tfsi_265_s3_quattro,audi_a3_8p,2.0 TFSI 265 S3 quattro,gasoline,"BHZ, CDLA",1984.0,265,350.0,manual,AWD,UK
audi_a3_8p_8p2_1.6_tdi_90,audi_a3_8p,1.6 TDI 90,diesel,CLHA,1598.0,90,230.0,manual,FWD,UK
audi_a3_8p_8p2_1.6_tdi_105,audi_a3_8p,1.6 TDI 105,diesel,CLNA,1598.0,105,250.0,manual,FWD,UK
audi_a3_8p_8p2_1.9_tdi_105,audi_a3_8p,1.9 TDI 105,diesel,"BKC, BXE",1896.0,105,250.0,manual,FWD,UK
audi_a3_8p_8p2_2.0_tdi_136,audi_a3_8p,2.0 TDI 136,diesel,AZV,1968.0,136,320.0,manual,FWD,UK
audi_a3_8p_8p2_2.0_tdi_140,audi_a3_8p,2.0 TDI 140,diesel,"BKD, BMM",1968.0,140,320.0,manual,FWD,UK
audi_a3_8p_8p2_2.0_tdi_140_quattro,audi_a3_8p,2.0 TDI 140 quattro,diesel,"BKD, BMM",1968.0,140,320.0,manual,AWD,UK
audi_a3_8p_8p2_2.0_tdi_170_quattro,audi_a3_8p,2.0 TDI 170 quattro,diesel,CFGB,1968.0,170,350.0,manual,AWD,UK
audi_a3_8v_8v_1.2_tfsi_105,audi_a3_8v,1.2 TFSI 105,gasoline,CJZA,1197.0,105,175.0,manual,FWD,UK
audi_a3_8v_8v_1.2_tfsi_110,audi_a3_8v,1.2 TFSI 110,gasoline,CYVB,1197.0,110,200.0,manual,FWD,UK
audi_a3_8v_8v_1.4_tfsi_122,audi_a3_8v,1.4 TFSI 122,gasoline,CLHA,1395.0,122,200.0,manual,FWD,UK
audi_a3_8v_8v_1.4_tfsi_125,audi_a3_8v,1.4 TFSI 125,gasoline,CZCA,1395.0,125,200.0,manual,FWD,UK
audi_a3_8v_8v_1.4_tfsi_co2_cylinder_on_demand_150,audi_a3_8v,1.4 TFSI COD 150,gasoline,CUKB,1395.0,150,250.0,manual,FWD,UK
audi_a3_8v_8v_1.4_tfsi_co2_cylinder_on_demand_150_s_tronic,audi_a3_8v,1.4 TFSI COD 150 S tronic,gasoline,CUKB,1395.0,150,250.0,auto,FWD,UK
audi_a3_8v_8v_1.4_tfsi_gtec_110,audi_a3_8v,1.4 TCNG 110,gasoline,CPWA,1395.0,110,200.0,manual,FWD,UK
audi_a3_8v_8v_1.5_tfsi_150,audi_a3_8v,1.5 TFSI 150,gasoline,DADA,1498.0,150,250.0,manual,FWD,UK
audi_a3_8v_8v_1.5_tfsi_150_s_tronic,audi_a3_8v,1.5 TFSI 150 S tronic,gasoline,DADA,1498.0,150,250.0,auto,FWD,UK
audi_a3_8v_8v_1.8_tfsi_180,audi_a3_8v,1.8 TFSI 180,gasoline,CJSA,1798.0,180,250.0,manual,FWD,UK
audi_a3_8v_8v_1.8_tfsi_180_quattro,audi_a3_8v,1.8 TFSI 180 quattro,gasoline,CJSA,1798.0,180,250.0,manual,AWD,UK
audi_a3_8v_8v_2.0_tfsi_190,audi_a3_8v,2.0 TFSI 190,gasoline,CVKB,1984.0,190,320.0,auto,FWD,UK
audi_a3_8v_8v_2.0_tfsi_190_quattro,audi_a3_8v,2.0 TFSI 190 quattro,gasoline,CVKB,1984.0,190,320.0,auto,AWD,UK
audi_a3_8v_8v_s3_2.0_tfsi_300,audi_a3_8v,S3 2.0 TFSI 300,gasoline,CJXG,1984.0,300,380.0,manual,AWD,UK
audi_a3_8v_8v_s3_2.0_tfsi_310,audi_a3_8v,S3 2.0 TFSI 310,gasoline,DJHB,1984.0,310,400.0,auto,AWD,UK
audi_a3_8v_8v_rs3_2.5_tfsi_367,audi_a3_8v,RS3 2.5 TFSI 367,gasoline,DAZA,2480.0,367,465.0,auto,AWD,UK
audi_a3_8v_8v_rs3_2.5_tfsi_400,audi_a3_8v,RS3 2.5 TFSI 400,gasoline,DNWA,2480.0,400,480.0,auto,AWD,UK
audi_a3_8v_8v_1.6_tdi_105,audi_a3_8v,1.6 TDI 105,diesel,CLHA,1598.0,105,250.0,manual,FWD,UK
audi_a3_8v_8v_1.6_tdi_110,audi_a3_8v,1.6 TDI 110,diesel,CYZB,1598.0,110,250.0,manual,FWD,UK
audi_a3_8v_8v_1.6_tdi_115,audi_a3_8v,1.6 TDI 115,diesel,DDYA,1598.0,115,250.0,manual,FWD,UK
audi_a3_8v_8v_2.0_tdi_150,audi_a3_8v,2.0 TDI 150,diesel,CRVC,1968.0,150,320.0,manual,FWD,UK
audi_a3_8v_8v_2.0_tdi_150_quattro,audi_a3_8v,2.0 TDI 150 quattro,diesel,CRVC,1968.0,150,320.0,manual,AWD,UK
audi_a3_8v_8v_2.0_tdi_184,audi_a3_8v,2.0 TDI 184,diesel,CUNA,1968.0,184,380.0,manual,FWD,UK
audi_a3_8v_8v_2.0_tdi_184_quattro,audi_a3_8v,2.0 TDI 184 quattro,diesel,CUNA,1968.0,184,380.0,manual,AWD,UK
audi_a3_8v_8v_e_tron_1.4_tfsi_plug_in_hybrid_204,audi_a3_8v,e-tron 1.4 TFSI Plug-in Hybrid 204,hybrid,CUKB/J1,1395.0,204,350.0,auto,FWD,UK
audi_a3_8v_8v_g_tron_1.4_tcn_110,audi_a3_8v,G-TRON 1.4 TCNG 110,gasoline,CPWA,1395.0,110,200.0,manual,FWD,UK
audi_a3_8y_35_tfsi_s_tronic,audi_a3_8y,35 TFSI (S tronic),gasoline,DJHA,1498.0,150,250.0,auto,FWD,UK
audi_a3_8y_35_tfsi_manual,audi_a3_8y,35 TFSI (Manual),gasoline,DJHB,1498.0,150,250.0,manual,FWD,UK
audi_a3_8y_40_tfsi_quattro,audi_a3_8y,40 TFSI quattro,gasoline,DNWA,1984.0,190,320.0,auto,AWD,UK
audi_a3_8y_45_tfsi_quattro,audi_a3_8y,45 TFSI quattro,gasoline,DNWE,1984.0,245,370.0,auto,AWD,UK
audi_a3_8y_30_tdi,audi_a3_8y,30 TDI,diesel,DDFA,1968.0,116,300.0,auto,FWD,UK
audi_a3_8y_35_tdi,audi_a3_8y,35 TDI,diesel,DDTC,1968.0,150,360.0,auto,FWD,UK
audi_a3_8y_40_tdi_quattro,audi_a3_8y,40 TDI quattro,diesel,DDTC,1968.0,150,360.0,auto,AWD,UK
audi_a3_8y_40_tfsi_e_s_tronic,audi_a3_8y,40 TFSI e (S tronic),hybrid,DNNA,1395.0,204,330.0,auto,FWD,UK
audi_a3_8y_s3_tfsi_quattro,audi_a3_8y,S3 TFSI quattro,gasoline,DNWA,1984.0,310,400.0,auto,AWD,UK
audi_a3_8y_rs3_tfsi_quattro,audi_a3_8y,RS 3 TFSI quattro,gasoline,DNWA,2480.0,400,500.0,auto,AWD,UK
audi_a4_b6_1.8t_163,audi_a4_b6,1.8T (163 PS),gasoline,BEX,1781.0,163,225.0,manual|auto,FWD|AWD,UK
audi_a4_b6_1.8t_190,audi_a4_b6,1.8T (190 PS),gasoline,AVJ,1781.0,190,240.0,manual,FWD,UK
audi_a4_b6_2.0_tfsi,audi_a4_b6,2.0 TFSI (190 PS),gasoline,BWE,1984.0,190,240.0,manual|auto,FWD|AWD,UK
audi_a4_b6_3.0_v6_220,audi_a4_b6,3.0 V6 (220 PS),gasoline,AVK,2976.0,220,300.0,manual|auto,FWD|AWD,UK
audi_a4_b6_s4_4.2_v8,audi_a4_b6,S4 4.2 V8,gasoline,BBK,4163.0,340,410.0,manual|auto,AWD,UK
audi_a4_b6_1.9_tdi_101,audi_a4_b6,1.9 TDI (101 PS),diesel,AVB,1896.0,101,240.0,manual,FWD,UK
audi_a4_b6_1.9_tdi_116,audi_a4_b6,1.9 TDI (116 PS),diesel,BKE,1896.0,116,285.0,manual,FWD,UK
audi_a4_b6_1.9_tdi_130,audi_a4_b6,1.9 TDI (130 PS),diesel,ASZ,1896.0,130,310.0,manual|auto,FWD|AWD,UK
audi_a4_b6_2.0_tdi_116,audi_a4_b6,2.0 TDI (116 PS),diesel,BLB,1984.0,116,285.0,manual,FWD,UK
audi_a4_b6_2.0_tdi_136,audi_a4_b6,2.0 TDI (136 PS),diesel,ALT,1984.0,136,320.0,manual|auto,FWD|AWD,UK
audi_a4_b6_2.5_tdi_150,audi_a4_b6,2.5 TDI (150 PS),diesel,AYM,2496.0,150,330.0,manual|auto,FWD|AWD,UK
audi_a4_b6_2.5_tdi_163,audi_a4_b6,2.5 TDI (163 PS),diesel,BAU,2496.0,163,350.0,manual|auto,AWD,UK
audi_a4_b6_2.5_tdi_180,audi_a4_b6,2.5 TDI (180 PS),diesel,BDG,2496.0,180,370.0,manual|auto,AWD,UK
audi_a4_b7_20_tdi_110_uk,audi_a4_b7,2.0 TDI 110,diesel,BVG,1984.0,110,250.0,manual,FWD,UK
audi_a4_b7_20_tdi_120_uk,audi_a4_b7,2.0 TDI 120,diesel,BKN,1984.0,121,290.0,manual,FWD,UK
audi_a4_b7_20_tdi_136_uk,audi_a4_b7,2.0 TDI 136,diesel,BLB,1984.0,136,320.0,manual,FWD,UK
audi_a4_b7_20_tdi_140_uk,audi_a4_b7,2.0 TDI 140,diesel,BRD,1984.0,140,320.0,manual,AWD,UK
audi_a4_b7_20_tdi_143_uk,audi_a4_b7,2.0 TDI 143,diesel,BPW,1984.0,143,320.0,manual,FWD,UK
audi_a4_b7_27_tdi_180_uk,audi_a4_b7,2.7 TDI 180,diesel,BSG,2698.0,180,380.0,auto,AWD,UK
audi_a4_b7_30_tdi_204_uk,audi_a4_b7,3.0 TDI 204,diesel,BKN,2967.0,204,400.0,auto,AWD,UK
audi_a4_b7_30_tdi_233_uk,audi_a4_b7,3.0 TDI 233,diesel,ASB,2967.0,233,500.0,auto,AWD,UK
audi_a4_b7_16_fsi_115_uk,audi_a4_b7,1.6 FSI 115,gasoline,BLM,1598.0,115,155.0,manual,FWD,UK
audi_a4_b7_18_t_163_uk,audi_a4_b7,1.8 T 163,gasoline,BKB,1781.0,163,225.0,manual,FWD,UK
audi_a4_b7_18_t_190_uk,audi_a4_b7,1.8 T 190,gasoline,BWE,1781.0,190,240.0,manual,AWD,UK
audi_a4_b7_20_fsi_150_uk,audi_a4_b7,2.0 FSI 150,gasoline,ALT,1984.0,150,200.0,manual,FWD,UK
audi_a4_b7_20_tfsi_160_uk,audi_a4_b7,2.0 TFSI 160,gasoline,BGB,1984.0,160,250.0,manual,FWD,UK
audi_a4_b7_20_tfsi_200_uk,audi_a4_b7,2.0 TFSI 200,gasoline,BGB,1984.0,200,280.0,manual,AWD,UK
audi_a4_b7_32_fsi_255_uk,audi_a4_b7,3.2 FSI 255,gasoline,BFL,3123.0,255,330.0,auto,AWD,UK
audi_a4_b7_s4_42_v8_340_uk,audi_a4_b7,S4 4.2 V8 340,gasoline,BBK,4163.0,340,430.0,manual,AWD,UK
audi_a4_b7_rs4_42_v8_420_uk,audi_a4_b7,RS4 4.2 V8 420,gasoline,BHF,4163.0,420,430.0,manual,AWD,UK
audi_a4_b8_1.8_tfsi_120,audi_a4_b8,1.8 TFSI 120,gasoline,CJEB,1798.0,120,230.0,manual,FWD,UK
audi_a4_b8_1.8_tfsi_160,audi_a4_b8,1.8 TFSI 160,gasoline,CAB,1798.0,160,250.0,manual,FWD,UK
audi_a4_b8_1.8_tfsi_170,audi_a4_b8,1.8 TFSI 170,gasoline,CJEB,1798.0,170,320.0,manual,FWD,UK
audi_a4_b8_2.0_tfsi_180,audi_a4_b8,2.0 TFSI 180,gasoline,CDNB,1984.0,180,320.0,manual,AWD,UK
audi_a4_b8_2.0_tfsi_200,audi_a4_b8,2.0 TFSI 200,gasoline,CAEA,1984.0,200,280.0,manual,FWD,UK
audi_a4_b8_2.0_tfsi_211,audi_a4_b8,2.0 TFSI 211,gasoline,CCEA,1984.0,211,350.0,auto,AWD,UK
audi_a4_b8_3.2_fsi_265,audi_a4_b8,3.2 FSI 265,gasoline,CALA,3197.0,265,330.0,auto,AWD,UK
audi_a4_b8_s4_3.0_tfsi_333,audi_a4_b8,S4 3.0 TFSI 333,gasoline,CAKA,2995.0,333,440.0,manual,AWD,UK
audi_a4_b8_rs4_4.2_fsi_450,audi_a4_b8,RS4 4.2 FSI 450,gasoline,CFSA,4163.0,450,430.0,auto,AWD,UK
audi_a4_b8_2.0_tdi_120,audi_a4_b8,2.0 TDI 120,diesel,CAGA,1968.0,120,290.0,manual,FWD,UK
audi_a4_b8_2.0_tdi_136,audi_a4_b8,2.0 TDI 136,diesel,CGLB,1968.0,136,320.0,manual,FWD,UK
audi_a4_b8_2.0_tdi_143,audi_a4_b8,2.0 TDI 143,diesel,CAGA,1968.0,143,320.0,manual,FWD,UK
audi_a4_b8_2.0_tdi_163,audi_a4_b8,2.0 TDI 163,diesel,CGLC,1968.0,163,350.0,manual,FWD,UK
audi_a4_b8_2.0_tdi_177,audi_a4_b8,2.0 TDI 177,diesel,CGLC,1968.0,177,380.0,auto,AWD,UK
audi_a4_b8_3.0_tdi_204,audi_a4_b8,3.0 TDI 204,diesel,CLAB,2967.0,204,400.0,manual,AWD,UK
audi_a4_b8_3.0_tdi_240,audi_a4_b8,3.0 TDI 240,diesel,CCLA,2967.0,240,500.0,auto,AWD,UK
audi_a4_b9_20_tfsi_190_s_tronic,audi_a4_b9,2.0 TFSI 190 S tronic,gasoline,CYMC,1984.0,190,320.0,auto,FWD,UK
audi_a4_b9_35_tfsi_150_s_tronic,audi_a4_b9,35 TFSI 150 S tronic,gasoline,DKNA,1498.0,150,250.0,auto,FWD,UK
audi_a4_b9_40_tfsi_204_s_tronic,audi_a4_b9,40 TFSI 204 S tronic,gasoline,DLVA,1984.0,204,320.0,auto,AWD,UK
audi_a4_b9_45_tfsi_245_quattro_s_tronic,audi_a4_b9,45 TFSI 245 quattro S tronic,gasoline,CVKB,1984.0,245,370.0,auto,AWD,UK
audi_a4_b9_s4_tfsi_354,audi_a4_b9,S4 TFSI 354,gasoline,CWGD,2995.0,354,500.0,auto,AWD,UK
audi_a4_b9_20_tdi_150_manual,audi_a4_b9,2.0 TDI 150 Manual,diesel,CVCA,1968.0,150,320.0,manual,FWD,UK
audi_a4_b9_20_tdi_150_s_tronic,audi_a4_b9,2.0 TDI 150 S tronic,diesel,CVCA,1968.0,150,320.0,auto,FWD,UK
audi_a4_b9_30_tdi_204_quattro_s_tronic,audi_a4_b9,3.0 TDI 204 quattro S tronic,diesel,DDWB,2967.0,204,400.0,auto,AWD,UK
audi_a4_b9_35_tdi_163_s_tronic,audi_a4_b9,35 TDI 163 S tronic,diesel,DEUA,1968.0,163,380.0,auto,FWD,UK
audi_a4_b9_40_tdi_190_s_tronic,audi_a4_b9,40 TDI 190 S tronic,diesel,DDWB,1968.0,190,400.0,auto,AWD,UK
audi_a4_b9_45_tdi_231_quattro_s_tronic,audi_a4_b9,45 TDI 231 quattro S tronic,diesel,DDWC,2967.0,231,500.0,auto,AWD,UK
audi_a4_b9_s4_tdi_347,audi_a4_b9,S4 TDI 347,diesel,DFCB,2967.0,347,700.0,auto,AWD,UK
audi_a4_b10_40_tfsi_s_tronic,audi_a4_b10,40 TFSI S tronic,mild-hybrid gasoline,DLVA/DLVB,1984.0,204,320.0,automatic (S tronic),FWD,UK
