id,model_id,name,start_year,end_year,facelift_year,platform,chassis_code
bmw_x7_g07_2019_present,bmw_x7_g07,X7,2019,2025.0,2022.0,CLAR,
bmw_ix_g09_2021_present,bmw_ix_g09,BMW iX (G09),2021,2025.0,,CLAR,
bmw_z4_g29_2018,bmw_z4_g29,Z4 (G29),2018,2025.0,,CLAR,
bmw_m2_g87_code,bmw_m2_g87,G87,2022,2025.0,,CLAR,
bmw_m3_g80_code,bmw_m3_g80,G80,2021,2025.0,,CLAR,
bmw_m4_g82_gen1,bmw_m4,G82,2020,2024.0,,CLAR,
bmw_m5_f90_gen1,bmw_m5,F90,2017,2023.0,2020.0,F90,
bmw_m5_f90_lci,bmw_m5,F90 LCI,2020,2023.0,,F90,
bmw_m5_f90_comp,bmw_m5,F90 Competition,2018,2023.0,2020.0,F90,
bmw_m5_f90_cs,bmw_m5,F90 CS,2022,2023.0,,F90,
bmw_m8_f91_code,bmw_m8_f91,BMW M8 Convertible (F91),2019,2024.0,,CLAR,
bmw_m8_f92_code,bmw_m8_f92,BMW M8 Coupe (F92),2019,2024.0,,CLAR,
bmw_m8_f93_code,bmw_m8_f93,BMW M8 Gran Coupe (F93),2019,2024.0,,CLAR,
bmw_x3m_f97_gen1,bmw_x3m_f97,First Generation (F97),2019,2024.0,2022.0,CLAR (G01 X3 basis),
bmw_x4m_f98_g02,bmw_x4m_f98,X4 M (G02),2019,2024.0,2021.0,CLAR,
bmw_x5m_f95_code,bmw_x5m_f95,X5 M (F95),2020,2023.0,,CLAR (G05),
bmw_x5m_g05_lci_code,bmw_x5m_g05_lci,X5 M LCI (F95 LCI),2024,2025.0,2024.0,CLAR (G05),
bmw_x6m_f96_code,bmw_x6m_f96,BMW X6 M (F96),2019,2023.0,,CLAR,
bmw_i3_i01_2013,bmw_i3_i01,BMW i3 (I01),2013,2022.0,2017.0,UKL/FAAR,
bmw_i8_i12_2014,bmw_i8_i12,BMW i8 (I12),2014,2021.0,,UKL,
bmw_e87_pre_lci,e87,BMW 1 Series (E87) Pre-LCI,2004,2007.0,,E87,
bmw_e87_lci,e87,BMW 1 Series (E87) LCI,2007,2011.0,2007.0,E87,
bmw_e82_2007,bmw_e82,BMW 1 Series Coupe (E82),2007,2013.0,,E8x,
bmw_e90_sedan,e90,BMW 3 Series Sedan (E90),2004,2011.0,2008.0,E90/E91/E92/E93,
bmw_e91_touring,e91,BMW 3 Series Touring (E91),2005,2012.0,2008.0,E90/E91/E92/E93,
bmw_e92_coupe,e92,BMW 3 Series Coupe (E92),2006,2013.0,2010.0,E90/E91/E92/E93,
bmw_e93_convertible,e93,BMW 3 Series Convertible (E93),2007,2013.0,2010.0,E90/E91/E92/E93,
bmw_e91_gen1,bmw_e91,BMW 3 Series Touring (E91),2005,2012.0,2008.0,E90/E91,
bmw_e60_2003,e60,BMW 5 Series (E60),2003,2007.0,,E60,
bmw_e60_lci_2007,e60_lci,BMW 5 Series (E60 LCI),2007,2010.0,2007.0,E60,
bmw_e61_2003,e61,BMW 5 Series Touring (E61),2004,2007.0,,E61,
bmw_e61_lci_2007,e61_lci,BMW 5 Series Touring (E61 LCI),2007,2010.0,2007.0,E61,
bmw_e65_e66,e65_e66,BMW 7 Series (E65/E66),2001,2008.0,2005.0,E65/E66,
bmw_e83_gen1,bmw_x3_e83,First Generation (E83),2003,2010.0,2006.0,E83,
bmw_e53_generation_1,bmw_x5_e53,First Generation (E53),1999,2006.0,2003.0,E53,
bmw_e46_sedan_prefacelift,bmw_e46,3 Series Sedan (Pre-facelift),1998,2001.0,,E46,
bmw_e46_sedan_facelift,bmw_e46,3 Series Sedan (Facelift),2001,2005.0,2001.0,E46,
bmw_e46_touring_prefacelift,bmw_e46,3 Series Touring (Pre-facelift),1999,2001.0,,E46,
bmw_e46_touring_facelift,bmw_e46,3 Series Touring (Facelift),2001,2005.0,2001.0,E46,
bmw_e46_coupe_prefacelift,bmw_e46,3 Series Coupe (Pre-facelift),1999,2003.0,,E46,
bmw_e46_coupe_facelift,bmw_e46,3 Series Coupe (Facelift),2003,2006.0,2003.0,E46,
bmw_e46_convertible_prefacelift,bmw_e46,3 Series Convertible (Pre-facelift),2000,2003.0,,E46,
bmw_e46_convertible_facelift,bmw_e46,3 Series Convertible (Facelift),2003,2006.0,2003.0,E46,
bmw_e46_compact,bmw_e46,3 Series Compact (Hatchback),2001,2004.0,,E46,
bmw_e46_m3,bmw_e46,M3 (Coupe/Convertible),2000,2006.0,,E46,
bmw_e39_1995,bmw_e39,BMW 5 Series (E39),1995,2003.0,2000.0,E39,
bmw_e38_1994,e38,BMW 7 Series (E38),1994,2001.0,1998.0,E38,
audi_a1_8x,audi_a1,A1 (8X),2010,2018.0,2015.0,PQ25,
audi_a1_gb,audi_a1,A1 (GB),2018,2025.0,,MQB A0,
audi_a2_8z,audi_a2,A2,2000,2005.0,,PQ24,
audi_a3_8l,audi_a3,8L,1996,2003.0,2000.0,PQ34,
audi_a3_8p,audi_a3,8P,2003,2013.0,2008.0,PQ35,
audi_a3_8v,audi_a3,8V,2012,2020.0,2016.0,MQB,
audi_a3_8y,audi_a3,8Y,2020,2025.0,,MQB Evo,
audi_a4_b6,audi_a4,B6,2000,2004.0,,PL46,
audi_a4_b7,audi_a4,B7,2004,2007.0,,PL46,
audi_a4_b8,audi_a4,B8,2007,2015.0,2011.0,PL48,
audi_a4_b9,audi_a4,B9,2015,2023.0,2019.0,MLBevo,
audi_a4_b10,audi_a4,B10,2023,2025.0,,MLBevo,
audi_a5_b8,audi_a5,A5 (B8),2007,2016.0,2011.0,B8,
audi_a5_f5,audi_a5,A5 (F5),2016,2024.0,2019.0,MLB Evo,
audi_a5_b10,audi_a5,A5 (B10),2024,2025.0,,PPE,
audi_a6_c5,audi_a6,C5,1997,2004.0,2001.0,C5,
audi_a6_c6,audi_a6,C6,2004,2011.0,2008.0,C6,
audi_a6_c7,audi_a6,C7,2011,2018.0,2014.0,C7,
audi_a6_c8,audi_a6,C8,2018,2025.0,2023.0,C8,
audi_a7_c7,audi_a7,C7,2010,2018.0,2014.0,MLB,
audi_a7_c8,audi_a7,C8,2018,2025.0,,MLB Evo,
audi_a8_d2,audi_a8,D2,1994,2002.0,1999.0,Volkswagen Group D2 platform,
audi_a8_d3,audi_a8,D3,2002,2009.0,2005.0,Volkswagen Group D3 platform,
audi_a8_d4,audi_a8,D4,2009,2017.0,2013.0,Volkswagen Group D4 platform,
audi_a8_d5,audi_a8,D5,2017,2025.0,2021.0,Volkswagen Group MLB Evo platform,
audi_q2_ga,audi_q2,GA,2016,2023.0,2020.0,MQB A1,
audi_q2_gb,audi_q2,GB,2023,2025.0,,MQB A1 Evo,
audi_q3_8u,audi_q3,8U,2011,2018.0,2014.0,PQ35,
audi_q3_f3,audi_q3,F3,2018,2025.0,2023.0,MQB A2,
audi_q4_e_tron_first_gen,audi_q4_e_tron,First Generation,2021,2024.0,,,F4X
audi_q4_e_tron_second_gen,audi_q4_e_tron,Second Generation,2024,2025.0,,,F4X
audi_q5_8r,audi_q5,Q5 (Typ 8R),2008,2017.0,2012.0,Volkswagen Group B8 platform,
audi_q5_fy,audi_q5,Q5 (Typ FY),2017,2024.0,2020.0,Volkswagen Group MLB Evo platform,
audi_q5_fyb,audi_q5,Q5 (Typ FYB - China only),2018,2024.0,2020.0,Volkswagen Group MLB Evo platform,
audi_q5_sq5_8r,audi_sq5,SQ5 (Typ 8R),2013,2017.0,2013.0,Volkswagen Group B8 platform,
audi_q5_sq5_fy,audi_sq5,SQ5 (Typ FY),2017,2024.0,2020.0,Volkswagen Group MLB Evo platform,
audi_q7_4l,audi_q7,Type 4L,2005,2015.0,2009.0,PL71,
audi_q7_4m,audi_q7,Type 4M,2015,2024.0,2019.0,MLB Evo,
audi_q7_4m_facelift,audi_q7,Type 4M (Facelift),2019,2024.0,2019.0,MLB Evo,
audi_q7_p27,audi_q7,Type P27 (Next Generation),2024,2025.0,,PPE,
audi_q8_4m,audi_q8,Q8 (Type 4M),2018,2023.0,2021.0,MLB Evo,
audi_q8_4m_facelift,audi_q8,Q8 (Type 4M Facelift),2021,2023.0,2021.0,MLB Evo,
audi_q8_4m_current,audi_q8,Q8 (Type 4M/Current Generation),2023,2025.0,,MLB Evo,
audi_tt_8n,audi_tt,Mk1 (Type 8N),1998,2006.0,2002.0,A4 (B5),
audi_tt_8j,audi_tt,Mk2 (Type 8J),2006,2014.0,2010.0,PQ35,
audi_tt_8s,audi_tt,Mk3 (Type 8S),2014,2023.0,2018.0,MQB,
audi_r8_gen1,audi_r8,Type 42,2006,2015.0,2012.0,B7/Type 42,
audi_r8_gen2,audi_r8,Type 4S,2015,2024.0,2018.0,Type 4S,
audi_e_tron_gen1,audi_e_tron,e-tron SUV (Typ GE),2018,2022.0,,MLB Evo,
audi_e_tron_sportback_gen1,audi_e_tron_sportback,e-tron Sportback (Typ GE),2020,2022.0,,MLB Evo,
audi_q8_e_tron_gen2,audi_q8_e_tron,"Q8 e-tron (Typ GE, facelift)",2023,2025.0,2023.0,MLB Evo,
audi_q8_sportback_e_tron_gen2,audi_q8_sportback_e_tron,"Q8 Sportback e-tron (Typ GE, facelift)",2023,2025.0,2023.0,MLB Evo,
audi_e_tron_gt_2021_present,audi_e_tron_gt,Audi e-tron GT,2021,2025.0,,J1P (Shared with Porsche Taycan),
mercedes-benz_a-class_w168,mercedes-benz_a-class,W168,1997,2004.0,2001.0,W168,
mercedes-benz_a-class_w169,mercedes-benz_a-class,W169,2004,2012.0,2008.0,W169,
mercedes-benz_a-class_w176,mercedes-benz_a-class,W176,2012,2018.0,2015.0,W176,
mercedes-benz_a-class_w177,mercedes-benz_a-class,W177,2018,2025.0,,W177,
mercedes-benz_b-class_t245,mercedes-benz_b-class,T245,2005,2011.0,2008.0,W169 (A-Class),
mercedes-benz_b-class_w246,mercedes-benz_b-class,W246,2011,2018.0,2014.0,W176 (A-Class),
mercedes-benz_b-class_w247,mercedes-benz_b-class,W247,2018,2025.0,,W177 (A-Class),
mercedes-benz_b-class_w245g,mercedes-benz_b-class,W245,2000,2005.0,,W169 (A-Class),
mercedes-benz_c-class_w203,mercedes-benz_c-class,W203,2000,2007.0,2004.0,W203,
mercedes-benz_c-class_w204,mercedes-benz_c-class,W204,2007,2014.0,2011.0,W204,
mercedes-benz_c-class_w205,mercedes-benz_c-class,W205,2014,2021.0,2018.0,W205,
mercedes-benz_c-class_w206,mercedes-benz_c-class,W206,2021,2025.0,,W206,
mercedes-benz_e-class_w210,mercedes-benz_e-class,W210,1995,2002.0,1999.0,E-Class,
mercedes-benz_e-class_w211,mercedes-benz_e-class,W211,2002,2009.0,2006.0,E-Class,
mercedes-benz_e-class_w212,mercedes-benz_e-class,W212,2009,2016.0,2013.0,E-Class,
mercedes-benz_e-class_w213,mercedes-benz_e-class,W213,2016,2023.0,2020.0,E-Class,
mercedes-benz_e-class_w214,mercedes-benz_e-class,W214,2023,2025.0,,E-Class,
mercedes-benz_s-class_w220,mercedes-benz_s-class,W220,1998,2005.0,2002.0,S-Class,
mercedes-benz_s-class_w221,mercedes-benz_s-class,W221,2005,2013.0,2009.0,S-Class,
mercedes-benz_s-class_w222,mercedes-benz_s-class,W222,2013,2020.0,2017.0,S-Class,
mercedes-benz_s-class_v222,mercedes-benz_s-class,V222 (Long Wheelbase),2013,2020.0,2017.0,S-Class,
mercedes-benz_s-class_w223,mercedes-benz_s-class,W223,2020,2025.0,,S-Class,
mercedes-benz_s-class_v223,mercedes-benz_s-class,V223 (Long Wheelbase),2020,2025.0,,S-Class,
mercedes-benz_gla_x156,mercedes-benz_gla,X156,2013,2020.0,2017.0,MFA,
mercedes-benz_gla_h247,mercedes-benz_gla,H247,2020,2025.0,,MFA2,
mercedes-benz_glb_x247,mercedes-benz_glb,X247,2019,2024.0,2023.0,MFA2,
mercedes-benz_glc_x253,mercedes-benz_glc,X253,2015,2022.0,2019.0,MRA,
mercedes-benz_glc_x254,mercedes-benz_glc,X254,2022,2025.0,,MRA2,
mercedes-benz_gle_w166,mercedes-benz_gle,W166,2015,2019.0,,MHA,
mercedes-benz_gle_c292,mercedes-benz_gle_coupe,C292,2015,2019.0,,MHA,
mercedes-benz_gle_v167,mercedes-benz_gle,V167,2018,2025.0,2023.0,MRA,
mercedes-benz_gle_c167,mercedes-benz_gle_coupe,C167,2019,2025.0,2023.0,MRA,
mercedes-benz_gle_x166,mercedes-benz_gls,X166 (GL-Class successor),2015,2019.0,,MHA,
mercedes-benz_gle_x167,mercedes-benz_gls,X167 (GL-Class successor),2019,2025.0,2023.0,MRA,
mercedes-benz_g-class_w463_2000,mercedes-benz_g-class,W463 (Phase 2),2000,2018.0,2012.0,W463,
mercedes-benz_g-class_w463_2018,mercedes-benz_g-class,W463 (Second Generation),2018,2024.0,,W463,
mercedes-benz_g-class_w464_2024,mercedes-benz_g-class,W464 (Third Generation),2024,2025.0,,W464,
mercedes-benz_cla_c117,mercedes-benz_cla,C117,2013,2019.0,2016.0,MFA (Modular Front Architecture),
mercedes-benz_cla_c118,mercedes-benz_cla,C118,2019,2024.0,,MFA2 (Modular Front Architecture 2),
mercedes-benz_cla_x118,mercedes-benz_cla,X118 (Shooting Brake),2019,2024.0,,MFA2 (Modular Front Architecture 2),
mercedes-benz_cla_c254,mercedes-benz_cla,C254 (Upcoming),2024,2025.0,,MMA (Mercedes Modular Architecture),
mercedes-benz_cls_c219,mercedes-benz_cls,C219,2004,2010.0,2008.0,W211/R230,
mercedes-benz_cls_c218,mercedes-benz_cls,C218,2010,2018.0,2014.0,W212,
mercedes-benz_cls_c257,mercedes-benz_cls,C257,2018,2025.0,,W213,
mercedes-benz_slc_r172,mercedes-benz_slc,SLC (R172 facelift),2016,2020.0,2016.0,R172,
mercedes-benz_slk_r172,mercedes-benz_slk,SLK (R172),2011,2016.0,,R172,
mercedes-benz_slk_r171,mercedes-benz_slk,SLK (R171),2004,2011.0,2008.0,R171,
mercedes-benz_slk_r170,mercedes-benz_slk,SLK (R170),1996,2004.0,2000.0,R170,
mercedes-benz_sl_r230,mercedes-benz_sl,R230,2001,2011.0,2006.0,R230,
mercedes-benz_sl_r231,mercedes-benz_sl,R231,2012,2020.0,2016.0,R231,
mercedes-benz_sl_r232,mercedes-benz_sl,R232,2022,2025.0,,R232,
mercedes-benz_amg-gt_c190,mercedes-benz_amg-gt,C190,2014,2021.0,2017.0,AMG GT,
mercedes-benz_amg-gt_r290,mercedes-benz_amg-gt,R290,2021,2025.0,,AMG GT,
mercedes-benz_v-class_w447,mercedes-benz_v-class,W447,2014,2024.0,2019.0,W447,
mercedes-benz_v-class_w638,mercedes-benz_v-class,W638,1996,2003.0,2000.0,W638,
mercedes-benz_v-class_w639,mercedes-benz_v-class,W639,2003,2014.0,2010.0,W639,
mercedes-benz_v-class_x740,mercedes-benz_v-class,X740 (EQV),2019,2024.0,,W447 (Electric Variant),
mercedes-benz_v-class_x750,mercedes-benz_v-class,X750 (New Generation),2024,2025.0,,X750,
mercedes-benz_x-class_w470,mercedes-benz_x-class,X-Class (W470),2017,2020.0,,Nissan Navara (D23),
mercedes-benz_eqa_h253,mercedes-benz_eqa,H253,2021,2024.0,,Mercedes-Benz MFA2 platform,
mercedes-benz_eqa_h293,mercedes-benz_eqa,H293,2020,2024.0,2024.0,Mercedes-Benz MFA2 platform,
mercedes-benz_eqb_x291,mercedes-benz_eqb,EQB (X291),2021,2025.0,,Mercedes-Benz GLB (X247),
mercedes-benz_eqc_n293,mercedes-benz_eqc,EQC (N293),2019,2023.0,,Mercedes-Benz GLC (X253),
mercedes-benz_eqe_v295,mercedes-benz_eqe,V295,2022,2025.0,,EVA2,
mercedes-benz_eqs_v297,mercedes-benz_eqs,EQS (Sedan),2021,2025.0,,EVA2,
mercedes-benz_eqs_suv_x296,mercedes-benz_eqs_suv,EQS SUV,2022,2025.0,,EVA2,
mercedes-benz_e-q-a_h253,mercedes-benz_e-q-a,H253,2021,2024.0,,MFA2e,
mercedes-benz_e-q-a_h293,mercedes-benz_e-q-a,H293,2020,2024.0,2024.0,MFA2e,
mercedes-benz_eqb-x291,mercedes-benz_eqb,EQB (X291),2021,2025.0,,MFA2 (Modified),
mercedes-benz_eqe_sedan_v295,mercedes-benz_eqe_sedan,EQE Sedan (V295),2021,2025.0,,EVA2,
mercedes-benz_eqe_suv_v294,mercedes-benz_eqe_suv,EQE SUV (V294),2022,2025.0,,EVA2,
mercedes-benz_eqs_sedan_v297,mercedes-benz_eqs_sedan,EQS Sedan (V297),2021,2024.0,,EVA2,
mercedes-benz_eqs_suv_x297,mercedes-benz_eqs_suv,EQS SUV (X297),2022,2024.0,,EVA2,
mercedes-benz_eqe_suv_v292,mercedes-benz_eqe_suv,EQE SUV,2022,2025.0,,EVA2,
mercedes-benz_maybach-s-class_w220_2002,mercedes-benz_maybach-s-class,Maybach 57/62,2002,2013.0,2005.0,W220/W240,
mercedes-benz_maybach-s-class_w222_2014,mercedes-benz_maybach-s-class,Maybach S-Class (W222),2014,2020.0,2017.0,W222,
mercedes-benz_maybach-s-class_z223_2020,mercedes-benz_maybach-s-class,Maybach S-Class (Z223),2020,2025.0,,W223,
mercedes-benz_maybach-gls_x167,mercedes-benz_maybach-gls,X167,2019,2025.0,,MRA II,
mercedes-benz_slr-mclaren_r199,mercedes-benz_slr-mclaren,SLR McLaren,2003,2010.0,,R199,
mercedes-benz_sls-amg_c197,mercedes-benz_sls-amg,SLS AMG,2010,2014.0,,C197,
mercedes-benz_sls-amg_r197,mercedes-benz_sls-amg,SLS AMG Roadster,2011,2014.0,,R197,
mercedes-benz_amg_gt_4-door_coupe_c190,mercedes-benz_amg_gt_4-door_coupe,AMG GT 4-Door Coupe,2018,2024.0,,X290,
mercedes-benz_amg_gt_4-door_coupe_c190_facelift,mercedes-benz_amg_gt_4-door_coupe,AMG GT 4-Door Coupe (Facelift),2024,2025.0,2024.0,X290,
hyundai_accent_lc,hyundai_accent,LC,1999,2005.0,2003.0,X3,
hyundai_accent_mc,hyundai_accent,MC,2005,2011.0,2009.0,MC,
hyundai_accent_rb,hyundai_accent,RB,2010,2017.0,2014.0,RB,
hyundai_accent_hc,hyundai_accent,HC,2017,2022.0,,YC,
hyundai_accent_ax,hyundai_accent,AX,2021,2025.0,,AX,
hyundai_i10_pa,hyundai_i10,i10 (PA),2007,2013.0,2010.0,Hyundai PA,
hyundai_i10_ba,hyundai_i10,i10 (BA),2013,2019.0,2016.0,Hyundai BA,
hyundai_i10_ia,hyundai_i10,i10 (IA),2019,2025.0,,Hyundai IA,
hyundai_i20_gen1,hyundai_i20,First Generation,2008,2014.0,2012.0,Hyundai-Kia FB Platform,PB
hyundai_i20_gen2,hyundai_i20,Second Generation,2014,2021.0,2018.0,Hyundai-Kia GB Platform,GB
hyundai_i20_gen3,hyundai_i20,Third Generation,2020,2025.0,,Hyundai-Kia K Platform,BC3/BI3
hyundai_i30_fd,hyundai_i30,FD,2007,2012.0,2010.0,Hyundai-Kia J5,
hyundai_i30_gd,hyundai_i30,GD,2012,2017.0,2015.0,Hyundai-Kia J6,
hyundai_i30_pd,hyundai_i30,PD,2016,2024.0,2020.0,Hyundai-Kia K2,
hyundai_i30_cn7,hyundai_i30,CN7 (Elantra/i30 derivative),2024,2025.0,,Hyundai-Kia K3,
hyundai_ioniq_ae,hyundai_ioniq,Ioniq (AE),2016,2022.0,2019.0,Hyundai-Kia FE platform,
hyundai_ioniq_6,hyundai_ioniq_6,Ioniq 6 (CE),2022,2025.0,,Hyundai E-GMP platform,
hyundai_ioniq5_2021,hyundai_ioniq5,Ioniq 5,2021,2024.0,,,AE2
hyundai_ioniq5_2024,hyundai_ioniq5,Ioniq 5 (Facelift),2024,2025.0,2024.0,,AE2
hyundai_ioniq6_2023_present,hyundai_ioniq6,Ioniq 6,2023,2025.0,,E-GMP,
hyundai_kona_os_2017,hyundai_kona,Kona (OS),2017,2023.0,2020.0,Hyundai-Kia SUV Platform (K2),
hyundai_kona_sx2_2023,hyundai_kona,Kona (SX2),2023,2025.0,,Hyundai-Kia SUV Platform (SX2),
hyundai_santafe_sm,hyundai_santafe,Santa Fe (SM),2000,2006.0,2004.0,Hyundai SM Platform,
hyundai_santafe_cm,hyundai_santafe,Santa Fe (CM),2006,2012.0,2010.0,Hyundai CM Platform,
hyundai_santafe_dm,hyundai_santafe,Santa Fe (DM),2012,2018.0,2016.0,Hyundai DM Platform,
hyundai_santafe_tm,hyundai_santafe,Santa Fe (TM),2018,2023.0,2020.0,Hyundai TM Platform,
hyundai_santafe_mx5,hyundai_santafe,Santa Fe (MX5),2023,2025.0,,Hyundai MX5 Platform,
hyundai_tucson_jm,hyundai_tucson,JM,2004,2009.0,2007.0,Hyundai-Kia J platform,
hyundai_tucson_lm,hyundai_tucson,LM (ix35),2009,2015.0,2013.0,Hyundai-Kia JX platform,
hyundai_tucson_tl,hyundai_tucson,TL,2015,2020.0,2018.0,Hyundai-Kia N3 platform (early models),
hyundai_tucson_nx4,hyundai_tucson,NX4,2020,2025.0,,Hyundai-Kia N3 platform,
hyundai_veloster_2011,hyundai_veloster,Veloster (JS),2011,2017.0,2015.0,Hyundai-Kia PB platform,
hyundai_veloster_2018,hyundai_veloster,"Veloster (JS, Second Generation)",2018,2022.0,,Hyundai-Kia K2 platform,
hyundai_sonata_2000,hyundai_sonata,EF,1998,2004.0,2001.0,EF Platform,
hyundai_sonata_2004,hyundai_sonata,NF,2004,2010.0,2007.0,NF Platform,
hyundai_sonata_2009,hyundai_sonata,YF,2009,2014.0,2012.0,YF Platform,
hyundai_sonata_2014,hyundai_sonata,LF,2014,2019.0,2017.0,LF Platform,
hyundai_sonata_2019,hyundai_sonata,DN8,2019,2024.0,2023.0,A3 Platform,
hyundai_sonata_2023,hyundai_sonata,DN9,2023,2025.0,,A4 Platform,
hyundai_elantra_xd,hyundai_elantra,Elantra XD,2000,2006.0,2003.0,Hyundai J2/XD,
hyundai_elantra_hd,hyundai_elantra,Elantra HD,2006,2010.0,2009.0,Hyundai HD,
hyundai_elantra_md,hyundai_elantra,Elantra MD (Avante MD),2010,2015.0,2013.0,Hyundai J6,
hyundai_elantra_ad,hyundai_elantra,Elantra AD,2015,2020.0,2018.0,Hyundai AD,
hyundai_elantra_cn7,hyundai_elantra,Elantra CN7,2020,2025.0,2023.0,Hyundai K3/CN7,
hyundai_matrix_2001_2008,hyundai_matrix,Hyundai Matrix,2001,2008.0,2005.0,Hyundai LC Platform (Shared with Hyundai Accent/Verna),
hyundai_matrix_2008_2010,hyundai_matrix,Hyundai Matrix (Facelift/Rebadged),2008,2010.0,,Hyundai LC Platform,
hyundai_terracan_j2,hyundai_terracan,Terracan,2001,2007.0,2004.0,Hyundai R-platform,
hyundai_ix35_lm,hyundai_ix35,ix35,2009,2015.0,2013.0,Hyundai-Kia J platform,
hyundai_ix20_rb,hyundai_ix20,RB,2010,2015.0,2012.0,Hyundai-Kia PB platform,
hyundai_ix20_jk,hyundai_ix20,JK,2015,2019.0,,Hyundai-Kia PB platform,
hyundai_h1_tq_2000,hyundai_h1,H-1 (TQ),2000,2007.0,,Hyundai H-1 (TQ),
hyundai_h1_tq_2007,hyundai_h1,H-1 (TQ) Facelift 1,2007,2018.0,2007.0,Hyundai H-1 (TQ),
hyundai_h1_tq_2018,hyundai_h1,H-1 (TQ) Facelift 2 (Grand Starex/i800),2018,2025.0,2018.0,Hyundai H-1 (TQ),
kia_rio_dc,kia_rio,DC,2000,2005.0,2002.0,Hyundai Accent LC,
kia_rio_jb,kia_rio,JB,2005,2011.0,2009.0,Hyundai Accent MC,
kia_rio_ub,kia_rio,UB,2011,2017.0,2015.0,Hyundai Accent RB,
kia_rio_yb,kia_rio,YB,2017,2023.0,2020.0,Hyundai Accent YB/HC,
kia_rio_sk3,kia_rio,SK3,2023,2025.0,,Hyundai Accent YB/HC,
kia_picanto_sa,kia_picanto,SA,2000,2003.0,,Kia Pride/Sephia platform derivative,
kia_picanto_ba,kia_picanto,BA,2004,2011.0,2007.0,Kia Morning platform,
kia_picanto_ta,kia_picanto,TA,2011,2017.0,2015.0,Kia Morning/Picanto (TA),
kia_picanto_ja,kia_picanto,JA,2017,2023.0,2020.0,Kia Morning/Picanto (JA),
kia_picanto_jb,kia_picanto,JB,2023,2025.0,,Kia Morning/Picanto (JB),
kia_cee_d_jd,kia_cee_d,JD,2012,2018.0,2015.0,Kia J6,
kia_cee_d_cd,kia_cee_d,CD,2018,2021.0,,Kia K2,
kia_cee_d_ed,kia_cee_d,ED,2006,2012.0,2009.0,Kia Cee'd (ED),
kia_ceed_jd,kia_ceed,JD,2012,2018.0,2015.0,Hyundai-Kia J6,
kia_ceed_cd,kia_ceed,CD,2018,2025.0,2021.0,Hyundai-Kia K2,
kia_ceed_ed,kia_ceed,ED,2006,2012.0,2009.0,Hyundai-Kia J5,
kia_sportage_2000_2004,kia_sportage,KM,2000,2004.0,,Mazda B-Platform,
kia_sportage_2004_2010,kia_sportage,KM,2004,2010.0,2007.0,Mazda B-Platform,
kia_sportage_2010_2015,kia_sportage,SL,2010,2015.0,2014.0,Hyundai-Kia JQ platform,
kia_sportage_2015_2021,kia_sportage,QL,2015,2021.0,2018.0,Hyundai-Kia QL platform,
kia_sportage_2021_present,kia_sportage,NQ5,2021,2025.0,,Hyundai N3 platform,
kia_sorento_2002_2009,kia_sorento,BL,2002,2009.0,2006.0,Body-on-frame SUV,
kia_sorento_2009_2015,kia_sorento,XM,2009,2015.0,2012.0,Unibody Crossover,
kia_sorento_2014_2021,kia_sorento,UM,2014,2021.0,2017.0,Unibody Crossover,
kia_sorento_2020_present,kia_sorento,MQ4,2020,2025.0,2023.0,N3 Platform,
kia_stinger_2018,kia_stinger,CK,2017,2023.0,2020.0,Hyundai N2 platform,
kia_stinger_2024,kia_stinger,CK,2023,2025.0,,Hyundai N2 platform,
kia_niro_2016_gen1,kia_niro,First Generation (DE),2016,2022.0,2019.0,Niro/Niro EV (DE),
kia_niro_2022_gen2,kia_niro,Second Generation (SG2),2022,2025.0,,Niro/Niro EV (SG2),
kia_soul_2008,kia_soul,First Generation,2008,2013.0,2011.0,PS,
kia_soul_2013,kia_soul,Second Generation,2013,2019.0,2016.0,PS2,
kia_soul_2019,kia_soul,Third Generation,2019,2025.0,2022.0,SP2,
kia_optima_mg,kia_optima,MG,2000,2005.0,2002.0,Hyundai EF/Sonata,
kia_optima_sd,kia_optima,SD,2005,2010.0,2008.0,Hyundai NF/Sonata,
kia_optima_tf,kia_optima,TF,2010,2015.0,2013.0,Hyundai YF/Sonata,
kia_optima_jf,kia_optima,JF,2015,2020.0,2018.0,Hyundai LF/Sonata,
kia_optima_dl3,kia_optima,DL3 (K5),2020,2025.0,,Hyundai DN8/Sonata,
kia_venga_first_generation,kia_venga,First Generation,2009,2019.0,2014.0,Kia YB platform,
kia_carens_un0,kia_carens,FJ,1999,2006.0,2002.0,Mazda Familia/323 (BJ),
kia_carens_un2,kia_carens,RQ,2006,2013.0,2010.0,Kia FK,
kia_carens_un3,kia_carens,RP,2013,2021.0,2016.0,Kia J6,
kia_carens_un4,kia_carens,SP2,2022,2025.0,,Kia N3,
kia_carnival_up,kia_carnival,UP,1998,2006.0,2001.0,Sedona (North America),
kia_carnival_v,kia_carnival,VQ,2006,2014.0,2010.0,Sedona (North America),
kia_carnival_yk,kia_carnival,YK,2014,2020.0,2018.0,Sedona (North America),
kia_carnival_ka4,kia_carnival,KA4,2020,2025.0,,Sedona (North America),
kia_pro_cee_d_jd,kia_pro_cee_d,JD,2012,2018.0,2015.0,Kia J-Platform,
kia_pro_cee_d_cd,kia_pro_cee_d,CD,2007,2012.0,2010.0,Kia Cee'd (ED) Platform,
kia_stonic_yb,kia_stonic,YB,2017,2020.0,,Hyundai-Kia PB,
